gene_id	chr	gene_name	start	end	strand	description
YIL113W	9	SDP1	150559	151188	W	Stress-inducible dual-specificity MAP kinase phosphatase; negatively regulates Slt2p MAP kinase by direct dephosphorylation, diffuse localization under normal conditions shifts to punctate localization after heat shock; SDP1 has a paralog, MSG5, that arose from the whole genome duplication
YIL112W	9	HOS4	151595	154846	W	Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate
YIL111W	9	COX5B	155222	155765	W	Subunit Vb of cytochrome c oxidase; cytochrome c oxidase is the terminal member of the mitochondrial inner membrane electron transport chain; Cox5Bp is predominantly expressed during anaerobic growth while its isoform Va (Cox5Ap) is expressed during aerobic growth; COX5B has a paralog, COX5A, that arose from the whole genome duplication
YIL110W	9	HPM1	156045	157178	W	AdoMet-dependent methyltransferase involved in a novel 3-methylhistidine modification of ribosomal protein Rpl3p; seven beta-strand MTase family member; null mutant exhibits a weak vacuolar protein sorting defect and caspofungin resistance
YIL109C	9	SEC24	160165	157385	C	Component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat; required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb3p; SEC24 has a paralog, SFB2, that arose from the whole genome duplication
YIL108W	9		160887	162977	W	Putative metalloendopeptidase; forms cytoplasmic foci upon DNA replication stress
YIL107C	9	PFK26	165761	163278	C	6-phosphofructo-2-kinase, inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate; has negligible fructose-2,6-bisphosphatase activity; transcriptional regulation involves protein kinase A
YIL106W	9	MOB1	166415	167444	W	Component of the mitotic exit network; associates with and is required for the activation and Cdc15p-dependent phosphorylation of the Dbf2p kinase; required for cytokinesis and cell separation; component of the CCR4 transcriptional complex; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress
YIL105W-A	9		167664	167804	W	Protein of unknown function; completely overlaps the verified gene SLM1; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; mRNA identified as translated by ribosome profiling data
YIL105C	9	SLM1	169641	167581	C	Phosphoinositide PI4,5P(2) binding protein, forms a complex with Slm2p; acts downstream of Mss4p in a pathway regulating actin cytoskeleton organization in response to stress; phosphorylated by the TORC2 complex; protein abundance increases in response to DNA replication stress; SLM1 has a paralog, SLM2, that arose from the whole genome duplication
YIL104C	9	SHQ1	171505	169982	C	Chaperone protein; required for the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing, forms a complex with Naf1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; homology with known Hsp90p cochaperones; relocalizes to the cytosol in response to hypoxia
YIL103W	9	DPH1	171751	173028	W	Protein required, along with Dph2p, Kti11p, Jjj3p, and Dph5p, for synthesis of diphthamide, which is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); may act in a complex with Dph2p and Kti11p
YIL102C-A	9		173592	173365	C	Putative protein of unknown function, identified based on comparisons of the genome sequences of six Saccharomyces species
YIL102C	9		174887	174582	C	Putative protein of unknown function
YIL101C	9	XBP1	177250	175307	C	Transcriptional repressor; binds to promoter sequences of the cyclin genes, CYS3, and SMF2; expression is induced by stress or starvation during mitosis, and late in meiosis; member of the Swi4p/Mbp1p family; potential Cdc28p substrate; relative distribution to the nucleus increases upon DNA replication stress
YIL100W	9		177373	177726	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the dubious ORF YIL100C-A
YIL100C-A	9		177681	177343	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YIL099W	9	SGA1	178004	179653	W	Intracellular sporulation-specific glucoamylase involved in glycogen degradation; induced during starvation of a/a diploids late in sporulation, but dispensable for sporulation
YIL098C	9	FMC1	180239	179772	C	Mitochondrial matrix protein; required for assembly or stability at high temperature of the F1 sector of mitochondrial F1F0 ATP synthase; null mutant temperature sensitive growth on glycerol is suppressed by multicopy expression of Odc1p
YIL097W	9	FYV10	180427	181977	W	Subunit of GID complex; involved in proteasome-dependent catabolite inactivation of gluconeogenic enzymes FBPase, PEPCK, and c-MDH; forms dimer with Rmd5p that is then recruited to GID Complex by Gid8p; contains a degenerate RING finger motif needed for GID complex ubiquitin ligase activity in vivo, as well as CTLH and CRA domains; plays role in anti-apoptosis; required for survival upon exposure to K1 killer toxin
YIL096C	9		183127	182117	C	Putative S-adenosylmethionine-dependent methyltransferase; associates with precursors of the 60S ribosomal subunit; predicted to be involved in ribosome biogenesis
YIL095W	9	PRK1	183937	186369	W	Protein serine/threonine kinase; regulates the organization and function of the actin cytoskeleton and reduces endocytic ability of cell through the phosphorylation of the Pan1p-Sla1p-End3p protein complex; PRK1 has a paralog, ARK1, that arose from the whole genome duplication
YIL094C	9	LYS12	187632	186517	C	Homo-isocitrate dehydrogenase; an NAD-linked mitochondrial enzyme required for the fourth step in the biosynthesis of lysine, in which homo-isocitrate is oxidatively decarboxylated to alpha-ketoadipate
YIL093C	9	RSM25	188784	187990	C	Mitochondrial ribosomal protein of the small subunit
YIL092W	9		189066	190967	W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus
YIL091C	9	UTP25	193195	191030	C	Nucleolar protein; required for 35S pre-RNA processing and 40S ribosomal subunit biogenesis
YIL090W	9	ICE2	193595	195070	W	Integral ER membrane protein with type-III transmembrane domains; required for maintenance of ER zinc homeostasis; necessary for efficient targeting of Trm1p tRNA methyltransferase to inner nuclear membrane; mutations cause defects in cortical ER morphology in both the mother and daughter cells
YIL089W	9		195599	196216	W	Protein of unknown function found in the ER and vacuole lumen; overexpression of YIL089W affects endocytic protein trafficking
YIL088C	9	AVT7	199403	197931	C	Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters
YIL087C	9	AIM19	200119	199646	C	Putative protein of unknown function; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; null mutant displays reduced respiratory growth
YIL086C	9		200461	200153	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YIL085C	9	KTR7	202043	200490	C	Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR7 has a paralog, KTR5, that arose from the whole genome duplication
YIL084C	9	SDS3	203259	202276	C	Component of the Rpd3L histone deacetylase complex; required for its structural integrity and catalytic activity, involved in transcriptional silencing and required for sporulation; relocalizes to the cytosol in response to hypoxia; cells defective in SDS3 display pleiotropic phenotypes
YIL083C	9	CAB2	204653	203556	C	Subunit of the CoA-Synthesizing Protein Complex (CoA-SPC); subunits of this complex are: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p; probable phosphopantothenoylcysteine synthetase (PPCS), which catalyzes the second step of coenzyme A biosynthesis from pantothenate; null mutant lethality is complemented by E. coli coaBC (encoding a bifunctional enzyme with PPCS activity)
YIL082W	9		205635	206507	W	Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag
YIL079C	9	AIR1	212005	210923	C	Zinc knuckle protein; involved in nuclear RNA processing and degradation as a component of the TRAMP complex; stimulates the poly(A) polymerase activity of Pap2p in vitro; AIR1 has a paralog, AIR2, that arose from the whole genome duplication; although Air1p and Air2p are homologous TRAMP subunits, they have nonredundant roles in regulation of substrate specificity of the exosome
YIL078W	9	THS1	212499	214703	W	Threonyl-tRNA synthetase, essential cytoplasmic protein
YIL077C	9		215953	214991	C	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)
YIL076W	9	SEC28	216658	217548	W	Epsilon-COP subunit of the coatomer; regulates retrograde Golgi-to-ER protein traffic; stabilizes Cop1p, the alpha-COP and the coatomer complex; non-essential for cell growth; protein abundance increases in response to DNA replication stress
YIL075C	9	RPN2	220700	217863	C	Subunit of the 26S proteasome; substrate of the N-acetyltransferase Nat1p; protein abundance increases in response to DNA replication stress
YIL074C	9	SER33	222490	221081	C	3-phosphoglycerate dehydrogenase; catalyzes the first step in serine and glycine biosynthesis; SER33 has a paralog, SER3, that arose from the whole genome duplication
YIL073C	9	SPO22	225954	222937	C	Meiosis-specific protein essential for chromosome synapsis, involved in completion of nuclear divisions during meiosis; induced early in meiosis
YIL072W	9	HOP1	226602	228419	W	Meiosis-specific protein required for chromosome synapsis; displays Red1p dependent localization to the unsynapsed axial-lateral elements of the synaptonemal complex; required for chiasma formation; in vitro, displays the ability to promote intra- and intermolecular synapsis between double-stranded DNA molecules and to fold DNA into rigid protein?DNA filaments
YIL071W-A	9		228550	229026	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YIL071C	9	PCI8	229994	228660	C	Possible shared subunit of Cop9 signalosome (CSN) and eIF3, binds eIF3b subunit Prt1p, has possible dual functions in transcriptional and translational control, contains a PCI (Proteasome-COP9 signalosome (CSN)-eIF3) domain
